reviewer_id,timestamp,company_name,company_type,company_size,company_address,is_review,review_content
38dc92,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,hôm nay hết review r hả mấy đứa. thấy dạo mà không hóng được gì
df1483,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"mọi người ơi, lúc trước mình cũng bức xúc và mình đã nghỉ ở [COMPANY]. mng bức xúc cũng đã rồi, ceo cũng đã xin lỗi và nhanh chóng thanh toán khoản tiền trong lúc công ty khó khăn nhất. từng là anh em từng là đồng nghiệp, cái nào rồi hãy bình tĩnh lại và cho qua, đừng nói qua nói lại nữa, hãy nghĩ đến những người ở lại và những người đã đi. mình đã rời [COMPANY] với một tâm thế rất vui dù cho còn nhiều điều bức xúc mình không nói ra nhưng mong mng hãy văn minh, hãy tôn trọng nơi đã từng cho chúng ta công việc, lợi ích và niềm vui. không ai muốn công ty rơi vào hoàn cảnh này. có những người đã nghỉ nhưng các bạn vẫn cố lôi người khác và sử dụng danh nghĩa ấy thì không nên. hãy để lại cho nhau chút tình nghĩa cuối cùng để sau này có gặp lại thì còn vui vẻ"
6964c4,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,công ty đã tệ. nhân viên còn thiếu văn hoá.
4af4dc,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,công ty không khác gì chợ búa.
fd153e,2 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,"em thấy công ty đang tuyển chuyên viên thương mại điện tử, em định apply vào mà lên đọc review thấy căng quá mọi người ạ"
a93f56,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,mới thấy topcv đăng tin tuyển dụng định apply vào mà mấy anh chị làm e hoang mang quá. e cho 3 sao ủng hộ nha
e90a93,3 tháng trước,Công Ty Cp Vòng Xanh,,,,FALSE,vô trách nhiệm vấn đề giải quyết khi còn bảo hành
33bfa1,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,né đi các bạn. công ty muốn đuổi là đuổi hà
f0739b,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,công ty làm việc như kiểu công ty gia đình vậy. chướng mắt đuổi. quản lí bộ phận it thì như shit. tuyển cho cố mở cho cố sr xong không còn vốn thì đuổi nhân viên. nói chung né sớm đi. có cống hiến cũng không được ghi nhận đâu. lương còn không muốn trả cho nhân viên nữa là
8371cc,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"tránh công ty này, không có bộ phận nào đàng hoàng và tốt. làm tại đây không phát triển, bước chân vào làm sếp không có vạch định hướng, bod có yêu cầu tbp làm cho có, qua loa. không nên apply"
ffdbfb,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"làm chết mợ lun nói đuổi là đuổi, mà còn ra vẻ hiểu và thông cảm cho nhân viên trong khi vi phạm hợp đồng lao động đ hiểu sao vẫn chưa bị sờ gáy làm áp lực lên nlđ để họ chủ động xin nghỉ khỏi phải bồi thường hợp đồng. sếp lớn đã đành, thêm mấy sếp nhỏ oai lắm chửi người này hét người kia, sống giả dối, tư duy như giẻ rách, hệ thống thì lỏng lẻo, tưởng đâu công ty gia đình. có việc 1 cái là trốn hết để nhân viên lãnh đạn. giam lương còn đỡ, giảm lương luôn nha đừng thấy có tiếng mà đâm đầu nha mấy chị"
3fb878,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,tính đầu tư 500 tỷ mà đọc cmt thấy ấy quá. nên thôi.
49b6d4,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,mấy bạn review theo cảm xúc cá nhân quá. muốn không áp lực không drama thì đừng đi làm. công ty nào cũng sẽ có lúc thế này thế kia. nếu không chịu được thì nghỉ thôi. review nên thiết thực một chút chứ không phải vịn vào cảm xúc cá nhân. có những leader họ cũng có tâm và bảo vệ nhân viên mà.
feb56b,2 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"'bán lẻ thì không ra bán lẻ không đoàn kết. mấy người quản lý kích cho nhân viên những sr này gây những sr khác. giữ lại nhân viên như lol, đuổi nhân viên tốt. nhiều sr thái độ như shit, tỏ ra ta đây bố đời làm vậy tưởng là ngầu là thẳng thắn ai dè là mất dạy. rồi như có con nhỏ nhân viên dẹo chảy nước, nc 1 2 câu là nó dẹo 1 lol câu rồi. rồi có mấy má hùa nhau nói xấu người ta xong rồi lại đi chơi thân với mấy người đó. nói chung cái [COMPANY] này muốn tồn tại thì nhân sự phải đàng hoàng đi đã'"
18bc0e,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"ceo mở miệng ra toàn mún sánh vai với [COMPANY] [COMPANY], [COMPANY] ảo tưởng sức mạnh hả mấy ba"
077ad2,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"tức nước vỡ bờ thôi. đó là hậu quả của việc sa thải hàng loạt nhân viên. mà sa thải méo có tâm. hôm trước báo. hôm sau cho nghỉ. thứ hãm vl. lương thì tháng này báo giảm, tháng sau báo giảm xong r cho nghỉ, mà nghỉ méo dc trả lương giảm luôn chứ lị"
4c38ca,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"tbp it ăn ở sao, mà không bộ phận nào ưa hết. tội mấy a it đẹp chai của tui"
75219c,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,ngày trước có ông hr cũ thì take care nhân viên quá trời. xong méo biết vì chuyện gì thì đuổi ổng để thế 1 dàn hr mới không chất lượng vào. thời thế thay đổi chất lượng đầu vào thay đổi dẫn đến hệ lụy cả 1 dàn nhân sự phía sau thôi. nghĩ sao xe lo chưa xong đi qua đầu tư cái hỏm để bây giờ hỏm cũng ôm nợ. nghiệp!
211473,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"muốn công ty phát triển thì trước hết phải quan tâm đến nhân viên. công ty có phương châm tận tâm khách hàng . vậy nhân viên không phải không [COMPANY] hay sao mà sao thấy vô tâm nhân viên . cuộc sống nhân viên phải đảm bảo thì mới phát triển công ty được. đằng này, nhân viên còn không đảm bảo được cs của họ vì không biết bị đuổi khi nào? thích thì cho làm, không thì cho nghỉ. chưa kể có những nhân viên hết lòng vì [COMPANY] nhưng phải nằm trong viện bị sa thải"
e527e8,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,là hàng xóm nhưng thấy chuyện vui thì vào hóng hớt thôi
59d76b,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,zui zẻ bớt nóng mấy a c ơi. hãy tìm kiếm sự zui zẻ . rồi mọi người sẽ zui zẻ. ai chửi mắng thì ta giả điếc
1b63b5,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,công ty chính sách tệ vl.
3e4f2d,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,đây là hậu quả của việc sa thải hàng loạt nhân viên và cắt giảm lương không hẹn ngày hoàn
237e3d,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,công ty này làm chuyện tào lao là hay lắm. rảnh háng bỏ tiền cho nhân viên đi học văn hóa công ty. cuối cùng chính công ty là vô văn hóa. cười ỉa
7b2bfd,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,hên là bổn cung bị cho vào lãnh cung trước. chứ bổn cung mà ở lại chắc cũng bị sa thải. chào thân ái!
aa4354,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"xưa mình nghỉ thì sala bé tí, hôm bữa đi chụp hình thấy mở rộng. nghĩ cũng lạ, với đám leader vắt mũi chưa sạch 96,97, ngáo quyền lực, ngáo sức mạnh mà cũng phát triển ghê, không ngờ lại nhiều drama vậy. không biết mấy leader xưa còn làm nữa không ạ, còn có cả leader không biết excel, không biết máy tính luôn"
7e60f6,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,nghe đồn bên [COMPANY] đang hot. hôm tham gia ké được không. dù gì cũng cũng cha sáng lập mà đúng không. cho em hóng tý lát em kể chuyện tâm linh cho nghe nè. chuyện nhà em hot hơn chuyện mấy anh chị nhiều nha.
7e534b,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"công ty nợ lương, cắt giảm lương xong ép nhân viên nghỉ, bod lúc cần thì anh không bao giờ để em thiệt , lúc không cần thì cạn tàu ráo máng"
34c750,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,mình chỉ nói riêng cảm nhận của mình. công ty cũng có lúc rất quan tâm đến nhân viên. nếu nói về chế độ chi thưởng thì công ty cũng từng hỗ trợ cho tất cả các bạn lúc cận tết. thời điểm nhân viên mới nhiều nhưng vẫn tạo điều kiện để các bạn có thưởng tết không nhiều cũng ít. mình là người từng rất tự hào và giới thiệu vài bạn vào làm. tất cả đều đang còn làm hết. nên mọi người đánh giá khách quan tý
54954d,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,bây giờ công ty không còn gì. bộ phận nào cũng rục rịch nghỉ mh cũng nghỉ it không biết os miễn bàn mkt nghỉ kế toán miễn bàn nhân sự nghỉ dự án nghỉ mh nb nghỉ dl nghỉ sạch sẽ
eb8bcc,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"bao giờ giám đốc đứng ra xin lỗi thì may hình ảnh công ty được vớt vát. trách nhiệm của giám đốc chứ các trưởng phòng biết gì. trên bảo dưới phải nghe thôi. coi nhân viên quá rẻ mạt, vô trách nhiệm , vô văn hóa"
570c25,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"vẽ ra viễn cảnh hay lắm, to lớn lắm rồi giờ như mớ bòng bong. đuổi nhân viên cái một, hôm trước báo nghỉ hôm sau bắt lên kí đơn, lươn lẹo để không bị vi phạm hợp đồng treo việc cái này gọi là lách luật để khỏi đền bắt học văn hóa công ty cuối cùng thành công ty vô văn hóa. zừa lắm nha"
a879a0,3 năm trước,Công Ty Cp Vòng Xanh,,,,FALSE,"đây là trang review công ty mà. các bạn review về chế độ, lương thưởng, cách quản lý chứ các bạn bóc phốt cá nhân hoặc đời tư của họ làm gì. định làm thánh hay sao mà phán xét chuyện cá nhân của họ?"
8806ec,3 năm trước,Công Ty Cp Vòng Xanh,,,,TRUE,"công ty nào mà không có lúc lên lúc xuống, lúc công ty kinh doanh ổn định thưởng không hề ít, team building khám sức khỏe tổng quát đầy đủ sao không thấy mọi người nói nhỉ? ngay cả lúc dịch bùng phát mạnh nhất ở hcm công ty cũng lo tìm đường để tất cả nhân viên được chích 2 mũi sớm nhất để đi làm đó thôi."
34cbd1,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",FALSE,cho em hỏi vì sao công ty em thấy hay đăng tuyển thực tập sinh v ạ
31330c,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,công ty nhận dự án của khách hàng xong team build như cc để team in house của khách hàng phải gánh lại thấy mẹ luôn.
b24f0f,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"chắc mấy em xin thực tập sinh tester lên đây đúng không, nói thẳng là né đi mấy em. công ty đăng bài pr là chính, tiktok nhảy múa xàm lozn thôi mấy em intern concard gì đâu mấy em. đăng bài cả tháng trời, intern bắt nộp tiền nha, né né né"
56658a,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"làm công ty khoảng 2 năm từ hồi mới chuyển về toà lilama, chia sẻ như này training khá bài bản, tài liệu quy trình đầy đủ thậm chí là khá nhiều. tuy nhiên chất lượng đào tạo phụ thuộc khá lớn vào mentor. nhìn chung mình nghĩ là ổn. điểm cộng là lương intern cao quy trình làm việc phải nói là chặt chẽ, bạn nào thích à ơi thôi đừng vào leader hiện leader cũng dừ hơi hồi mình mới vào rồi, học hỏi được nhiều môi trường làm việc trẻ và nhiều hoạt động thấy mọi người đều review như vậy, chắc công ty cũng đầu tư nhiều"
a34005,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"dev phải code trái ngôn ngữ mình mong muốn là bình thường. sale toàn nhận dự án trong khi nội lực công ty làm không nổi, kết quả là nghe khách chửi, rồi lại về ép deadline lên dev, chạy ngày đêm chả xong."
3c8b65,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"vào thì chuẩn bị tâm lý bị đá đi bất cứ lúc nào nhé. công ty công nghệ tưởng yên bình mà không phải. đấu đá nội bộ lộ liễu, nịnh trên đạp dưới. môi trường làm việc áp lực cao, khá lột sức được các chị hr quảng cáo là động lực phát triển cứ thấy người ành ạch là biết thay đổi dữ rồi"
33392,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"công ty có view đẹp, tương đối rộng, tuy nhiên cái thang máy của [COMPANY] không yêu thương nổi, sáng đi chiều về tắc là bình thường. không biết các công ty khác sao cơ mà ở đây có văn hoá tự boost tinh thần , phải tràn đầy năng lượng, hào hứng vs mọi cuộc vui tại công ty. trải nghiệm thực tế, mình đi du lịch cùng công ty, mình say xe nên chỉ muốn ngủ, chị gái hr cùng 1 vài anh trai quay lại sửa gáy liền ôi dồi sao lại ngủ, dưỡng sinh à em? em không hợp vs văn hoá ở đây rồi?!"
4e9c49,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"'công ty này trước là [COMPANY] nên anh em cứ search [COMPANY] đọc trước nhé. review của mình lương thấp việc nhiều trung bình 1 dev phải ôm 3 dự án hay cả nể khách hàng tự est time, tự đẩy sớm lịch release theo lịch của khách hàng trong khi 1 dev không cân hết được số việc đãi ngộ ít môi trường làm việc theo kiểu chỉ tay, ít hướng dẫn, từ ông to sai việc đến ông nhỏ đây là đánh giá theo cảm quan của mình, còn anh em nào muốn trải nghiệm thì join vào rồi cùng lên viết review với mình nhé'"
e387b5,1 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"thời gian làm việc hơi gò bó. phải tự log task. thời gian nghỉ trưa ít không kịp chợp mắt. công ty nên tăng tgian nghỉ trưa lên 1h30p như các công ty khác mình từng làm giờ giấc chấm công linh hoạt từ 8 9h là tốt nhất. không thì 8h30 còn đỡ. 8h tới 5h được về. 9h tới 6h được về. sau 9h tính muộn. giảm log time từ 7h work redmine 6h là tốt nhất. cho phép anh em tán phét, nghỉ ngơi trong giờ nhiều hơn. cắm mắt vào code thấy ngột ngạt quá. nên thoáng task hơn xíu. open cơ hội cho những bạn muốn phát triển sâu và mạnh. nên tuyển senior, các khoá đào tạo, training thường xuyên để up skills"
775d31,9 tháng trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,"có nhiều thứ để nói nhưng mình chỉ nói cái đáng đề cập nhất thôi hệ thống log work siêu siêu tù siêu siêu gò bó. việc log redmine chắc còn căng não hơn cả làm task thật. bất cứ task gì hay việc gì cũng yêu cầu log, ghi lại out put, quá trình. đi họp với đồng nghiệp 1 tiếng? log lại ngay họp gì, rút ra điều gì. viết doc giải trình. fix bug? log lại bug gì quá trình nghĩ ra giải bug, giải xong rút ra gì. làm xong hết task sớm và log thiếu 1 tiếng? ăn chửi. riết cả ngày chỉ có log."
f0021a,2 năm trước,Công Ty Cổ Phần Adamo Software,product,151-500,"Tòa Lilama10, số 56 Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",TRUE,lương thấp việc nhiều nhá. 1 người ôm 3 dự án là biết rồi. kiêm luôn cả hỗ trợ khách hàng luôn ý chứ
999720,4 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"mô hình đa cấp, chức vụ nào cũng phải kiêm bán hàng"
7a7c5f,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"môi trường giáo dục tốt, làm việc với nhiều người trẻ, không toxic, nhiều chương trình huấn luyện nội bộ, ngoại khóa."
6ed890,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"mình cảm thấy hài lòng về quy trình và nhân sự của công ty, trong thời gian gắn bó các chị đã hỗ trợ mình rất nhiều."
828be1,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"công ty văn hóa rất rõ ràng, các sếp tận tình hướng dẫn công việc, còn vui tính và siêu siêu tâm lý nữa. điều mình rất thích ở [COMPANY] nữa là có lộ trình thăng tiến cụ thể, được học tập và phát triển kỹ năng liên tục."
ba1196,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"ều, nói thật là làm lắm việc voãi. so với các vị trí quản lý lớp các trung tâm khác thì bên này nhiều việc hơn nhiều á. được cái là lương thì ổn, nhận đều, có tăng lương nhưng mà nói thật là hơi mệt. thấy bảo có web sẽ giúp các việc chân tay, thống kê các kiểu mà chưa thấy được dùng, chắc vẫn đang làm. cho 4 sao là hơi dễ tính. hahaha"
6ba732,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,mình làm ở đây từ khi còn là sinh viên đến khi ra trường cũng làm ở đây luôn. mình thấy môi trường làm việc thân thiện kỷ luật tốt lãnh đạo giỏi. mình thích nhất là văn hoá học tập liên tục của công ty
060ff8,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"bắt đầu vào công ty từ tháng 6, 10 ngày nữa là được 5 tháng rồi. mình muốn chia sẻ một số điều sau 1. lương đi đủ, đúng ngày. 2. môi trường có kỷ luật. và mình luôn tin là có kỷ luật thì mình mới tự do. 3. sếp và các anh chị đều rất giỏi. mình cảm thấy trong công ty này, mình có thể học hỏi được rất nhiều, từ sếp và từ các bạn đồng nghiệp ít tuổi hơn mình."
d5548c,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"công ty và nhân sự đi lên từ thực lực, thích nhất là cách tạo cơ hội cho ăn cho học, dù nhiều người học được cái này cái kia rồi lại bỏ đi nhưng công ty vẫn quyết dạy, nâng cao năng lực đội ngũ. môi trường làm việc ok, đồng nghiệp nice, thân thiện, sếp nhiệt tình. nhìn chung là rất biết ơn vì được học tập và làm việc ở đây."
8cfe5b,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"mình gắn bó trên 5 năm và cũng chứng kiến nhiều lượt nhân sự vào ra. thực sự thì văn hoá làm việc tại [COMPANY] sẽ hơi khó thích nghi với những người thiếu kỷ luật. bản thân mình trước đây cũng từng như vậy, đến thời điểm hiện tại thỉnh thoảng vẫn yêu thương vì đi làm muộn, làm sai quy trình. nhưng rất ấn tượng với sự đầu tư đào tạo nâng cao chất lượng dịch vụ của đội ngũ nhân sự. lương thưởng rõ ràng, chế độ đãi ngộ ngày càng tốt hơn lên, tốt hơn rất nhiều so với lúc mình mới vào và cũng hơn nhiều những nơi mình đã làm việc trước đó"
a6d201,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"mình từng làm ở [COMPANY] khá lâu. thời gian đầu công nhận khắt khe, lộn xộn nhưng sau đó mọi thứ rất ổn. [COMPANY] khá kỷ luật, lúc đầu mình cũng khó chịu lắm nhưng sau này nhận ra những thứ được rèn ở đây giúp mình vững vàng hơn rất nhiều. bọn mình hay kháo nhau, làm được ở [COMPANY] thì khéo ở đâu mình cũng sống được."
57e438,4 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"bất kì một tổ chức nào, người lãnh đạo muốn được tôn trọng và kính nể thì mới giữ được nhân sự, mà muốn được như thế thì phải là người làm gương, nói được làm được. đây thì hô hào rõ to, khí thế hừng hực, ai thực sự máu chiến hãy làm, xong sếp là người từ bỏ đầu tiên lúc nào cũng thành công này thành công kia, nhưng toàn kiểu đi học lỏm mỗi chỗ một ít về rồi chắp vá nham nhở, không đầu không đuôi, làm chẳng bao giờ đến nơi đến chốn!"
b4f47b,4 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"công ty lúc nào cũng thể hiện lòng biết ơn, yêu thương nhau nhưng thực chất lại là một dạng bóc lột sức lao động của nhân viên. chỉ làm 2 buổi tối trên tuần nhưng thực chất làm full tối trong tuần. lúc nào cũng bắt nhân viên bước ra khỏi vùng an toàn của bản thân nhưng các sếp lại không cần."
8957b7,4 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"xây dựng ti tỉ cái quy trình để sát phạt từ nhân viên đến trợ giảng, hở ra là phạt. tiền phạt thì thu không sót nghìn nào nhưng lương thì điều chỉnh để anh chị không phải trả cao, còn hỗ trợ với trợ cấp thì cứ như ma vậy nghe qua nhưng chưa thấy bao giờ"
3a6f9c,1 năm trước,Công Ty Cổ Phần Công Nghệ Giáo Dục Tata English,outsource,11/1/1950 0:00,"Số 9, ngõ 1 Phố Văn Hội, phường Đức Thắng, quận Bắc Từ Liêm, Hà Nội",TRUE,"mình làm được 2 năm, tạm thời thấy ổn. công việc quản lý hỗ trợ nhiều, được cái lương chưa thấy bị chậm bao giờ. mà công nhận là công ty thích đi học, hơi 1 tý là cử đi học, lại hay học vào cuối tuần, nếu ai mà thích học hỏi phát triển thì mới nên join nhé."
e55735,2 năm trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"công ty gia đình si đa, hãm nhất từng làm"
494d32,1 năm trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"né gấp, thể loại được cái hình thức, bên trong thì nát quá nát. cũng nể mọi người sao vẫn có 1 số bạn vẫn ở lại phấn đấu, cống hiến."
d8ca1d,7 tháng trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"1 công ty mà người ra người vào liên tục thì phải xem lại bản thân công ty, công ty không có chế độ cho người làm thâm niên, không có sự thăng tiến cho người gắn bó, cống hiến, làm ở đây bạn sẽ không bao giờ được công nhận sự cố gắng, thành quả mà mình làm"
7b8456,6 tháng trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"khuyên chân thành các ace không nên vào công ty này cho đỡ mất thời gian. công ty chỉ được cái bề nổi, sếp thì phông bạt, nhưng chế độ các thứ với nhân viên không ra gì, coi thường người lao động"
f977d6,6 tháng trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"[COMPANY] là 1 công ty gia đình, làm đây chắc chắn rằng các bạn sẽ không bao giờ có cơ hội được thăng tiến, phát triển. khi bạn có mối quan hệ tốt với khách hàng, có dự án đưa về, chắc chắn rằng bạn sẽ chỉ làm được 1 lần duy nhất, và sau đó 1 là sẽ thành của sếp, 2 là sẽ mất hẳn. sếp sẽ luôn khiến bạn phải phụ thuộc vào sếp, cơ chế cho khách thế nào ra sao, sếp sẽ luôn muốn là người trực tiếp nch với khách hàng của bạn. đấy chính là lý do bạn không thể phát triển được"
7777a8,2 năm trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"công ty tốt, môi trường làm việc cạnh tranh bạn sẽ được tôi luyện bằng cách phải làm công việc khó nhất với chi phí thấp nhất nhưng phải nhanh nhất. sẽ được luân phiên làm nhiều vị trí công việc trong thời gian rảnh để cọ xát, trải nghiệm. ví dụ nếu bạn làm kỹ thuật bạn có thể có kn về trang trí nội thất, shipper, sửa chữa điện dân dụng, dự án có thể có kn về giao nhận kiểm kê hàng hoá, kinh doanh, v. v. công ty tốt chỉ có chế độ và lương, sếp là không được đánh giá cao."
95c002,2 năm trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"cũng nhờ đã trải qua 1 thời gian làm việc ở đây rồi nghỉ mới nhận thức được cuộc sống bên ngoài [COMPANY] vẫn là thiên đường, tươi đẹp mà trân trọng."
6912d9,2 năm trước,Công Ty Cổ Phần Công Nghệ Tây Bắc Á,product,11/1/1950 0:00,"Tầng 6, tòa 25T2, phố Hoàng Ðạo Thúy, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội",TRUE,"công ty như cái quần què, lúc vào thì hứa hẹn bao điều đến khi nghỉ thì lấy cớ này cớ khác để trừ lương. được cả 2 vợ chồng sếp thì hãm không tả được"
