text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"Làm_việc với sếp ở đây là phải có đầu_óc tầm_vóc vũ_trụ . Sếp bảo phải open với sếp , chắc là open your legs .",0,0,2,2,0,0,0,0,0,0,0,0,BlueR Production,722941
"Đây là cái công_ty mà ai đi rồi cũng không_thể nói tốt về nó . Một bộ sậu lãnh_đạo ăn_mày quá_khứ . Studio_hạng B sợ còn chưa tới , chắc hạng C nhưng lúc_nào cũng tự so_sánh mình như hạng S , S + . Sếp thì chẳng được gì ngoài nói nói_nói và biến_thái bệnh_hoạn . Luôn miệng kêu_gào muốn tạo ra giá_trị này giá_trị kia , nghe thì có_vẻ đạo_đức nhưng nhân_viên nữ nào đi rồi cũng tố bị xàm xỡ trêu_chọc này nọ . Tóm_lại là công_ty tệ , người giỏi họ có đến được một thời_gian rồi cũng bay hết .",0,0,2,2,0,0,0,0,0,0,0,2,BlueR Production,b62aa2
"Công_ty muốn nhân_viên cảm_thông , chia_sẻ nhưng lương từ tháng 12 đến hiện_tại 28 tết vẫn chưa có , thông_báo official có nhưng không làm đúng . Sếp_trốn không lên công_ty vẫn dí_deadline bất_chấp không trả lương nhân_viên , công_ty rất tệ .",2,0,2,0,0,2,0,2,0,0,0,0,BlueR Production,646101
"cty thua cái qq , . lương tháng 12 mà 25 tết vẫn chưa chịu trả rồi ae đói nhăn_răng mượn tiền đi xe về quê . sếp thì trốn ko thấy ló_mặt , cũng ko thấy ngại vẫn đưa brief xuống ầm_ầm . ae nào tâm_huyết họ bỏ đi hết . tóm_lại là cty chỉ sống bằng lý_tưởng với thông_cảm thôi ! ! !_né gấp",2,0,2,2,0,0,0,0,0,0,0,2,BlueR Production,83ba79
"Mình làm ở đây dc vài tháng , không ưa bà nhân_sự vì bả hay góp_ý làm mình cảm_thấy không ưng với_lại từ đầu bảo mình làm độc_lập với Sếp mà cuối_cùng cái gì bả cũng xen vào chỉ này chỉ kia Bả cũng biết mình không ưa_bả , nhưng khi mình nghĩ thì hồ_sơ của mình đầy_đủ , nhất_là hồ_sơ quyết_toán thuế TNCN , mình cung_cấp sai_mã_số thuế không làm được nhưng bả vẫn giúp mình chỉnh lại , cấp lại chứng_từ khấu_trừ thuế và báo đã làm xong kêu mình check với cơ_quan thuế Cho_nên mình nghĩ , có_thể mỗi ng một tính_cách một_cách làm thôi , chứ nếu nta_tệ thì nta đâu có làm lâu ở cty ở vị_trí này",0,0,0,0,0,0,0,0,3,0,0,0,Blueseed,7a85ec
"Cựu_acow của công_ty nè , nghỉ 18/8 thì 5/9 đã được nhắn_skype về lấy bhxh rồi kìa . sau đó Chị nhân_sự còn chat nhờ tui bổ_sung một_số giấy_tờ , nói_chuyện rất đàng_quàng , chứ mấy trường_hợp nghỉ rồi , các công_ty khác hay giả chữ_ký giả hồ_sơ lắm á mấy bà chứ k phải như Blueseed làm đàng_hoàng rõ_ràng , có giải_thích chi_tiết đâu á . Nên tui thấy mấy bà đừng phốt những điều hok đúng cũng tội_nghiệp nta , nta cũng đi làm như tui với mí bà thôi mà",1,0,0,0,0,0,0,1,1,0,0,0,Blueseed,203972
"Đang họp buồn_ngủ quá chời , lang_thang thấy cái này , tui cũng đang tính nhảy_việc , nhưng nhìn_chung thị_trường bây_giờ thì tui thấy Blueseed không tệ_nha mấy ba . tình_hình kinh_tế khó_khăn nhiều công_ty cắt_giảm nhân_sự nhưng Blueseed cả năm nay hông có tình_trạng này . Tui vẫn được thưởng quý_đủ nhưng năm nay ít hơn năm_ngoái , nhưng tui thấy bình_thường vì bạn tui làm agency mà_còn bị cắt người nữa là Các team bên tui thấy ổn , dù thực_tế hơi ít kết_nối với các cty con khác ngoài những lúc tổ_chức sự_kiện to . tháng 9 vừa_rồi làm cái event quành_tráng quá chời luôn á . tui còn hok_ngờ team_nhân_sự lại làm tốt như_vậy . thấy cmt ai cũng chê bà Hắc_Rờ , tui thấy mấy người vào làm đi rồi sẽ thấy bả cực như quỷ_á , bả ít cười thiệt nhưng bả làm có tâm . Tui thấy ai nghĩ rồi cũng nói về bả vậy cả .",3,0,0,3,0,0,0,0,1,0,1,1,Blueseed,23d638
"Chội ôi nay đúng là ngày hội phốt Blueseed_lun hay sao á . Trưa nay cái griup cựu Blueseed_tán dóc xong mọi ng hỏi nhau xem có bị ký hso bổ_sung cho team HR_hok . Xong ai cũng bị cả , nhưng_mà hok phốt dc_bả , vì bả chat cho từng người giải_thích rất rõ rang và chi_tiết , lý_do vì sao ký lại . cũng như gởi file cho xem qua , và còn cho grab chuyển hồ_sơ tới tận nơi , chờ ký mang về nữa Nên dù hok_thân nhưng cũng k phốt_dc bà hắc rờ của Blueseed vì bả có làm_gì tui đâu , nghỉ dc 3 tuần bả réo skype kêu lên nhận sổ , tui bảo hok lên dc cho nhận giúp không , bả kêu email cho ng nhận giúp cc_HR để kẹp vào biên_bản ký nhận , cái bả cho tui nhận Lúc xưa đi làm cũng phỏng_vấn vói_bả , thấy bình_thường , đi làm hok tiếp_xúc nhiều , nhưng qua mấy cai sự_kiện thấy bả tổ_chức nhiệt_tình , có tâm , có mấy cái tiệc tui thấy bả đứng từ đầu mùa tới cuối mùa trên giày cao_gót , chạy tới_lui thấy cũng tội còn thưởng này nọ_hả , tui nhận đủ và hài_lòng , chỉ là làm được một thời_gian rồi , bão_hòa phải nhảy thôi",1,0,0,1,0,0,2,0,1,0,0,0,Blueseed,47283e
"Hẹn phỏng_vấn mà bắt_đợi gần 20 p ? ? ? ?_Mình đã có ý_định ko chờ nữa nhưng nghĩ_lại phỏng_vấn vòng 2 nên muốn xem như_thế_nào . Bà HR_manager thái_độ khó_chịu đã pv trễ ko một lời xin_lỗi ứng_viên , khi chia_sẻ lương thưởng phúc_lợi với thái_độ trịnh_thượng . Có 1 bạn HR hay liên_hệ phỏng_vấn thì dễ_thương hỗ_trợ nhẹ_nhàng nên bù lại nhưng mình vẫn từ_chối offer do ấn_tượng với cty ko tốt lắm . Đọc review mới thấy nhìu người chê",0,0,0,0,0,0,0,0,3,0,0,2,Blueseed,70b201
"nhân_viên lẫn sếp quan_liêu , sếp_chơi nhiều nhân_viên sắp mặt , các team mâu_thuẫn , team vận_hành gì đấy toàn mấy thanh_niên ngáo đá , ức_chế nhất HR",0,0,2,2,0,0,0,0,2,0,0,0,Blueseed,521366
"Công_ty làm_ăn kiểu không_thể chấp_nhận được , tốt nhất đừng nên vào nha anh_em .. Hãy tưởng tương_bạn đang cố_gắng làm_việc 1 ngày công_ty gọi vô nói công_ty đang cắt_giảm nhân_sự và gần như team nào cũng bị cắt bớt người .. Không tin được luôn ..",0,0,0,0,0,0,0,0,0,0,2,2,Blueseed,914373
"Công_ty làm_ăn như shit , lương_cộ như cc , chém_gió phúc_lợi cho lắm , công_việc làm thì HK thở nổi , về nhà cũng lôi_đầu người ta lên làm 12 h , 1 h sáng , quán_trình công_việc hk rành mạnh",2,0,0,0,0,2,0,2,0,0,0,0,Blueseed,c8c21b
"ấn_tượng đầu_tiên khi đến PV CỰC_KÌ XẤU . phải đợi quá giờ 15 p mà ko được thông_báo . Được 1 anh pv hỏi những câu hỏi mình nghĩ liên_quan đến SEO nhiều hơn . ảnh hỏi "" có làm OT được không ?_OT KHÔNG LƯƠNG "" cảm_xúc trong đầu là "" NO "" .",0,0,0,0,0,2,0,0,2,0,0,0,Blueseed,afd399
"Công_ty này văn_phòng thì đẹp , nhưng sếp , nhân_viên thì có văn_hóa sân si người khác . Đặc_biệt , HR_dm thái_độ chán bỏ mẹ . Cũng đi làm_công ăn_lương như nhau , được_cái làm chức_vụ gì bên HR làm_việc thấy ghétCông việc thì làm ngập_đầu mà lương thì không tăng , có_khi cuối năm HK_thưởng hoặc thưởng ít , cắt_giảm nhân_sự",2,0,2,2,1,2,0,0,2,0,2,0,Blueseed,c2a99b
Nghỉ việc tới 2 tháng trời vẫn chưa trả sổ bảo_hiểm . Inbox hỏi bà TP NS thì trả_lời rằng bên BH chưa trả sổ . Vì sao chưa trả sổ ?_Vì chưa nộp tiền bảo_hiểm cho người lao_động ? Chứ theo luật chậm nhất 30 ngày là phải hoàn_tất thủ_tục rồi . Chưa thấy bên nào mà đòi sổ dai_như bên này . Nói_lý_lẽ thì im_bặt mồm lại không thèm trả_lời lại .,2,0,0,0,0,0,0,2,2,0,0,0,Blueseed,3a8e67
"1 / Công_ty không có BẤT_CỨ chế_độ thưởng lễ nào trong năm , dù lương thấp :) 2 / Nếu bạn deal thành_công lương net với manager , rất có_thể hợp_đồng bạn nhận được là lương gross . Hãy để_ý và đề_nghị HR điều_chỉnh . 3 / HR đã thích chơi chiêu lại còn hay trễ_nải . Nghỉ_việc 2 tháng sau vẫn chưa có sổ BH. 4 / Công_ty chia ra nhiều team , các team bằng mặt không bằng_lòng . 1 số team làm_việc rất chán do ko hiểu công_việc mình đang làm . 5 / Sếp tư_duy ăn_xổi , thiếu tầm nhìn , không có năng_lực nhìn người , đối_xử giữa các nhân_viên không công_bằng . 6 / Các bạn nam sẽ bị bắt đóng khoảng 200 k / lần để tổ_chức tiệc 8/3 và 20/10 cho các bạn nữ trong công_ty . Công_ty không trích ngân_sách cho các sự_kiện này . Các bạn nữ cũng không có thưởng lễ .",2,0,2,2,0,0,0,0,2,2,2,0,Blueseed,99a330
Công_ty không trả lương OT._Nhưng nhân_viên luôn phải OT và không được đi trễ dù là môi_trường agency .,2,0,0,0,0,2,0,2,0,0,0,0,Blueseed,6a7be2
HR toàn nói đạo_lý trên Facebook chứ làm không được cái cm gì hết . Toxic lắm hihi,0,0,0,2,0,0,0,0,2,0,0,0,Blueseed,974d7e
"Nay bên nhân_sự gởi thông_báo tuyển_dụng nội_bộ có chính_sách giới_thiệu nhân_viên Lọt_tọt đi rủ thằng bạn dô làm cùng nó bảo công_ty mày đầy phốt nên lên xem ngứa tay ngứa chân viết vài dòng 1 . Công_ty cũ của mình nợ tiền BHXH nên rút kinh_nghiệm cái này nhất . mình có hỏi team nhân_sự làm_sao biết công_ty có đóng đúng bhxh cho mình , chị nhân_sự hướng_dẫn mở app Vssid ra xem là biết công_ty có nợ hay không , và mình coi mỗi tháng thấy công_ty chả nợ bao_giờ . Nhờ chị ấy chỉ chứ nhân_viên quèn thì sao biết , nhưng mình chưa nghỉ nên không biết vụ lấy sổ bhxh lâu hay trễ 2 . Công_ty có app_nhân_sự xài qua điện_thoại nên coi dc lương hàng tháng , tiền thưởng , ngày phép và có_thể dùng dt check in / check out . Ngày nào quên thì làm bổ_sung trong tuần rất tiện luôn , nghỉ_phép cũng vậy , không cần email , mở dt ra điền_cái rồi xong , công_ty trước mình làm không có cái này nên mình thấy quá tiện . 3 . Các chính_sách mình thấy rõ_ràng vì có đăng trên app , cứ vào coi là thấy ở công_ty cũ nhiều khi phải đi hỏi_nhân_sự 4 . Tháng nào cũng nhận lương sớm , chưa bao_giờ trễ . Thưởng thì mình đã được thưởng rồi , thấy rất ổn , sau 1 năm làm_việc thấy hơn thưởng ở cty cũ vì cty cũ chỉ có lương tháng 13 , bên đây mình được hơn khá nhiều nên rất hài_lòng . 5 . Nhưng công_việc thì cũng nhiều vì có agency nào mà ít việc đâu , có vài cái campaign team mình còn làm cả cuối tuần , nên không có OT mình thấy bình_thường , mấy agency cũ mình làm cũng không có OT có_vẻ như đặc_thù của Agency rồi hay sao á , sẽ không phù_hợp cho mấy bạn làm Client đâu , vì quen ít việc , cứ làm thêm là phải có OT nên mình khuyên nếu mấy bạn từ client qua , nếu hok có đam_mê làm agency thì đừng nên vào , vì khối_lượng công_việc bao nhiều . Thấy nhiều bạn chê chị nhân_sự , mình thấy đừng nhìn bề_ngoài cái gì cũng_nên tiếp_xúc qua và có tương_tác trao_đổi các bạn sẽ thấy sự nhiệt_tâm của người ta . Còn chỉ đi phỏng_vấn thì người ta ở cương_vị là người phỏng_vấn , nta sẽ có những cách nói_chuyện để mấy bạn thể_hiện khả_năng của mấy bạn , rồi mấy bạn bảo người ta trịch thượng_khó ưa thì theo mình là chưa phù_hợp",1,0,0,0,0,2,0,1,1,0,0,0,Blueseed,6288ca
"Vừa nghỉ ở đây luôn . Với mình điều không ổn duy_nhất là ở đây các team rất tách_biệt , ít giao_tiếp , chỉ tiếp_xúc khi mấy cái tiệc chung như 8/3 , 20/10 , teambuilding hoặc YEP , còn lại thì mạnh ai_nấy làm , team ai_nấy chơi . Team_HR thì mỗi ng làm một thứ , có bạn gì về tuyển_dụng , không biết gì về các chính_sách hết chắc chỉ chuyên tuyển_dụng , nhưng hỏi qua chị nhân_sự thì mọi thứ được trả_lời nhanh_chóng gọn lẹ_Lương thì chưa thấy trễ , sổ bhxh cũng nhận rồi sau khi nghỉ , dc nhắn qua skype , có nhắc về công_ty cũ chốt sổ quá_trình làm_việc ở cty cũ nữa Thưởng 2 năm trước khá tốt , năm nay nghỉ rồi nên không biết , nhưng mình nghĩ tình_hình khó khan chung , nên chắc k bằng , nhưng được_cái công_ty chưa cắt_giảm nhân_sự 1 ai với lý_do khó_khăn như mấy chỗ khác . Các tiệc_tùng tổ_chức tốt , chu_đáo và công_ty này còn 1 cái không được nữa nè , đó là đi hành_xác mỗi năm – đi treeking cả mấy tiếng , mệt_bở hơi tay nhưng đi về thấy cũng vui vì mấy cung đường đi khá đẹp , tha_hồ sống ảo_Trưa thì thấy chị nhân_sự hay lên ăn cơm chung với mọi ng , nói_chuyện giỡn rất ok , sáng đi rót nước cũng gặp đều thấy bả chào_hé nhô như câu thương_hiệu của bả hay sao á , và thấy ai cũng chào chị ấy hết – nếu khó ưa thì chắc hok có ai chào chị ấy rồi – mình nghĩ thế",1,0,0,3,0,0,0,0,3,0,1,0,Blueseed,bdb2e6
"công_ty đẹp , thân_thiện sếp dễ_chịu",0,0,1,1,1,0,0,0,0,0,0,0,Blueseed,c467b6
"thoi đừng tẩy trắng nữa bmb ui 🤣 tháng này liệu_hồn trả lương đúng hạn nhé , nếu hong bmb lại lên hot search 🤣_🤣 🤣",2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,4e7b48
chậm lương là đủ chạy r,2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,e44184
"hưa bao_giờ thấy công_ty nào lươn_lẹo như_vầy !_lương thì chậm lèo_tèo , hứa lèo hứa_lừa mãi không xong , nhân_viên cứ khát tiền mà công_ty “ hứa sang tuần ” , sang tháng rồi … vẫn im_bặt",2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,ba26a6
"m thấy môi_trường khá thân_thiện , đồng_nghiệp support nhau nh . không_khí làm_việc cởi_mở , đi làm cảm_giác gần như đi học nhóm . ai mới ra trường cũng dễ hòa_nhập , không bị chèn_ép hay coi_thường . đặc_biệt , anh leader khá kiên_nhẫn khi giải_thích",0,0,1,1,0,0,0,0,0,0,0,0,Bmbsoft,e90855
"đa_số tại bmbsoft đều sẵn_sàng hỗ_trợ nhau khi cần , dù đôi_khi còn thiếu hệ_thống hay quy_trình rõ_ràng . trong team , các nhóc 96-99_thường chủ_động chia_sẻ kinh_nghiệm , hỗ_trợ nhau fix_bug , lên code review khi cần_thiết . môi_trường không cạnh_tranh gì cả với ai đang tìm việc , tôi nghĩ đừng chỉ đọc review trên mạng . hãy thử apply , trò_chuyện trực_tiếp với hr – bạn sẽ có cái nhìn công_bằng hơn .",0,1,0,1,0,0,0,2,3,0,0,0,Bmbsoft,d4ab9a
"theo luật lao_động , thì công_ty trả lương cho bạn không được chậm quá 15 ngày á , công_ty trả đợt lương tháng 3 rồi cho key person là tối_21/4 , còn những ng còn lại là chìu 22/4_á . case này cụ_thể v_á , bạn cân_nhắc khi apply nhé . ::: > luật rừng",2,0,0,0,0,0,0,2,0,0,0,0,Bmbsoft,27c227
"sau interview tại bmbsoft , tôi thấy có nhiều tiềm_năng nhưng cũng nhiều điều cần cải_thiện . hr khá thân_thiện và chân_thành , điều này tôi đánh_giá cao . tuy_nhiên , công_ty nên rõ_ràng hơn về chính_sách relocate và cơ_sở_vật_chất được nâng cao có cầu_thang_máy thì tốt hơn . tôi nghĩ bmbsoft đang trong giai_đoạn phát_triển , hãy trực_tiếp đi phỏng_vấn để có cảm_nhận thật nhất .",0,0,0,0,2,0,0,2,1,0,0,3,Bmbsoft,baf5eb
"vừa đi phỏng_vấn về , phải lượn_lờ tìm review không ngờ hỏi đúng thằng bạn cấp 2 ở đây . có_vẻ fresher thì chả nói nhưng apply junior thấy cũng bình_thường . phòng phỏng_vấn trên bảng còn thấy viết summer trip gì đó hỏi hóa ra cuối tuần đi . trông có_vẻ được . đang làm một bên outsourcing còn tệ hơn . lay_off cả team chứ đừng nói , đang bơ_vơ đến leader còn không có . cho offer đúng_mức lương mình muốn . chị hr cũng xinh_đấy . hơi phân_vân tí nhưng thôi cứ thử vì dù gì cũng siêu gần nhà . coi như khỏi mất tiền đi_lại xa 1 h",1,0,0,0,1,0,0,0,3,0,0,0,Bmbsoft,dbe908
"công_ty chậm lương như cơm_bữa . làm cả tháng rồi vẫn thấp_thỏm không biết bao_giờ có tiền . sếp thì cứ nói mãi một bài : “ cố_gắng lên , sắp có dự_án lớn ” , nghe mãi mà chả thấy đâu",2,0,2,0,0,0,0,0,0,0,0,0,Bmbsoft,c12e7c
"sếp chữi nhân_viên , r lên đây nói ng ta dở , không chịu tiếp_thu này nọ ... 🤣 xin_lỗi nha , cách quản_lí mà chữi nhân_viên v xưa r a ơi , a đi học gấp 1 khóa quản_trị kinh_doanh anh nhé !_style đó giữ lại dạy con đi nè_🤣 chứ thời_đại giờ phải ra dáng_leader , tạo động_lực cho nhân_viên , cư_xử lịch_sự , chứ không chợ_búa v được đâu nè 🫢 làm v thể_hiện a m là 1 ng không có tầm nhìn và năng_lực á , nên cải_thiện a nhé 😒 nói ng khác không bk típ_thu , mong anh hãy là ng bk típ thu trước làm gương_nha a_trai",0,0,2,0,0,0,0,0,0,0,0,0,Bmbsoft,9ed9e2
"mình cảm_thấy rất bất_mãn khi làm_việc ở đây , kiểu như nếu bạn làm gì không tốt , a m sẽ đi nói với rất nhìu_ng khác là bạn làm không tốt , mà a_chẳng góp_ý với bạn hay team_lead của bạn , và bạn sẽ nghe lời phê_bình của a ta từ miệng ng khác , sếp v hèn lắm , không đáng mặt sếp . gặp ai cũng chê nhân_viên của mình làm không tốt , hay_là thằng đó / con đó sắp nghỉ rồi , xong nói với ng mới rằng mong họ sẽ làm tốt , không giống như mấy nhân_viên đang làm , xong ob vào bữa nhân_viên mới bỏ chạy ...._t cừ xỉu 🤣",0,0,2,2,0,0,0,0,0,0,0,0,Bmbsoft,524f99
"ceo là hàng thải từ fpt software mà cứ ngỡ mình là nhân_sự chất_lượng cao , thói_lừa lọc y_chang không hề đổi_thay dù chỉ 1 cm , công_ty bmb từ khi khai_sinh chưa hề thay_đổi chiến_lược mục_tiêu , cụ_thể chính là nợ tiền mọi người được càng lâu càng tốt , 1 người làm_việc bằng 4 người và không có tiền OT , văn_hóa doanh_nghiệp là con_số 0 như quả trứng vịt",2,0,2,2,0,2,0,0,0,0,0,0,Bmbsoft,ec8095
"ceo mão hoạt_động công_ty kiểu ăn_xổi , cố đồng nào hay đồng_í , lay_lắt qua_ngày , không có tầm nhìn và chuyên_môn quản_trị , làm_việc mánh khóe lừa khách và cảm_tính , không phát_triển con_người và không có lộ_trình nào đàng_hoàng cho nhân_viên , chưa kể là nợ lương và không làm đúng luật lao_động .",2,0,2,2,0,0,2,0,0,0,2,0,Bmbsoft,8092fe
"đi phỏng_vấn chỗ này thấy công_ty vắng , bé mà văn_phòng bí_bách , sếp ăn_nói không rõ lời , cái cần nói không nói mà cứ xoáy vào những chỗ xà_lơ , hỏi toàn ba cái cao_siêu trong khi nghe qua đã thấy rỗng_tuếch , phỏng_vấn về thấy phí thời_gian vc",0,0,2,0,2,0,0,0,2,0,0,0,Bmbsoft,cbc475
"nói_chung các bạn trẻ hãy cân_nhắc kĩ môi_trường làm_việc xem có phù_hợp không nhé , bản_thân mình khá là cháy hết_mình trong công_việc . nhưng tầm nhìn lãnh_đạo như v không đáng để mình cống_hiến , vì sếp phải ra dáng_sếp , nhân_viên sẽ tự tôn_trọng . còn sếp mà không được công_nhận về mặt nào hết , thì rất khó để học_hỏi và cống_hiến nha",0,2,2,2,0,0,0,0,0,0,0,0,Bmbsoft,35c0d5
"trời hên_thế , bữa đi phỏng_vấn chỗ này xong thì nay mới đọc review , không ngờ mình mới thoát 1 mạng . nhưng hôm phỏng_vấn có anh leader trong sg cực thân_thiện và chuyên_nghiệp nhé , bạn nào mới ra trường có_thể tới phỏng_vấn nhờ ảnh đánh_giá cho",0,0,1,0,0,0,0,0,1,0,0,2,Bmbsoft,2a4fb2
ấm lòng khi thấy các e_fresher bây_giờ đã tỉnh dần mà không bán_mạng với thời_gian cho cái chỗ đốn mạt mà a đã từng làm 😄_😄 😄_svien mới ra ra trường cũng xứng_đáng được làm ở chỗ coi_trọng sức_lao_động của bọn e . đấy là quyền_lợi tối_thiểu mà ai cũng phải có . còn bọn chóp bu thằng mão con_linh với cả con mụ_ca gieo gió thì ắt phải gặt_bão thôi,0,0,2,2,0,2,0,0,0,0,0,0,Bmbsoft,562ded
"môi_trường làm_việc tại đây không hề toxic như các cmt khác , mọi người vẫn vui_vẻ , hòa đồng làm_việc mà",0,0,0,1,0,0,0,0,0,0,0,0,Bmbsoft,0b8e19
OT mà sếp_duyệt thì vẫn được trả lương mà anh_em,1,0,0,0,0,3,0,0,0,0,0,0,Bmbsoft,195d43
công_ty outsource nhưng đam_mê làm product,0,0,0,0,0,0,0,0,0,3,0,0,Bmbsoft,7c0b13
"thiết_bị thì sida , pm thì toxic",0,0,2,0,2,0,0,0,0,0,0,0,Bmbsoft,b0211b
"công_ty phù_hợp fresher , lương khá thấp , coi_thường người có kinh_nghiệm",2,0,0,2,0,0,3,0,0,0,0,0,Bmbsoft,c5e370
"công_ty làm_ăn không chuẩn chỉ , test_leader thì bảo_thủ , cổ_hủ và luôn cho mình giỏi , không happy chia_sẻ nhiệt_tình với nhân_viên mới . pm thì kinh người , đã kém còn tinh_tướng khoai_nướng . nợ lương , delay hết lần này đến lần khác . công_ty bất_ổn .",2,2,2,0,0,0,0,2,0,0,2,0,Bmbsoft,7afac4
công_ty làm_ăn vớ_vẩn . không chuyên_nghiệp . nên né gấp .,0,0,0,0,0,0,0,0,0,0,0,2,Bmbsoft,d2145a
"nói thật mọi người đừng nên vào , OT bị ép mà cũng không có lương",2,0,0,0,0,2,0,0,0,0,0,0,Bmbsoft,4ebd16
công_ty rác . không có gì để học_hỏi !,0,2,0,0,0,0,0,0,0,0,0,2,Bmbsoft,d7121c
đã nghỉ ở đây 1 tgian mà công_ty giờ vẫn nát vậy,0,0,0,0,0,0,0,0,0,0,0,2,Bmbsoft,1d8ad4
"công_ty kinh_khủng nhất từng làm . công_ty bé nhưng tai_tiếng thì lớn , chả hiểu chưa được 50 ng nhưng bị chửi_siêu nhiều",0,0,0,0,0,0,0,0,0,0,0,2,Bmbsoft,48f66c
"combo OT , chậm lương , lục_đục nội_bộ vậy ai dám apply",2,0,0,2,0,2,0,0,0,0,0,0,Bmbsoft,49fe97
"hr bảo công_ty không bao_giờ phải OT. mà các em sinh_viên lúc_nào cũng tới 8 h tối về , còn việc thì sếp dí không cho về . hỏi OT có lương không thì bảo không . đúng lùa gà . happytime cuối tuần thì do nhân_viên tự đóng tiền góp_quỹ tổ_chức . run !",2,0,2,0,0,2,0,0,2,0,0,0,Bmbsoft,b81c40
"máy_móc , trang_bị khá oke . fresher , junior vào có_thể học_hỏi thêm",0,1,0,0,1,0,0,0,0,0,0,0,Bmbsoft,8cd60a
hr chê_ứng_viên dìm offer,0,0,0,0,0,0,0,0,2,0,0,0,Bmbsoft,211777
hr bộ_mặt công_ty nhưng nói_chuyện rất cửa trên thế_này thế kia . bánh_vẽ môi_trường offer các thứ,0,0,0,2,0,0,0,0,2,0,0,0,Bmbsoft,a9c967
"mụ leader_tester cực_kì toxic , luôn_luôn nghĩ mình giỏi nhất",0,0,2,0,0,0,0,0,0,0,0,0,Bmbsoft,25a0cb
hr như hạch_uv deal lương cao_tí là bắt_đầu chê này chê_nọ kể này kể kia,0,0,0,0,0,0,0,0,2,0,0,0,Bmbsoft,0a34c5
"đang làm ở công_ty luôn này , cẩn_thận với hr , bà ấy mách_lẻo dữ lắm",0,0,0,0,0,0,0,0,2,0,0,0,Bmbsoft,1b2997
"junior thì coi_chừng khi nói_chuyện với hr , con mụ đó cực_kì khinh người",0,0,0,0,0,0,0,0,2,0,0,0,Bmbsoft,80b14a
"hr vô_tâm , ăn_nói thì phải cẩn_thận với bả . sếp thì bình_thường không sao đúng chuyện cái thứ gì cũng có_thể lấy chửi nhân_viên được",0,0,2,0,0,0,0,0,2,0,0,0,Bmbsoft,04723a
"vì anh tên là mãonên anh toàn hứa hãonếu mà em khó bảoanh sẽ cho em outcòn nếu mà em thảoanh đây sẵn_sàng bao . nếu cuộc_sống của bạn quá màu hồng , đừng ngại ngần_apply vì công_ty sẽ tát vào mặt bạn giúp bạn bớt ảo_tưởng . nếu cuộc_sống của bạn quá đen thì còn sợ gì mà không apply ? rất nhiều bạn trẻ đã vào và ra ngoài với mức lương x2 . còn bạn thì sao ?",0,0,2,2,0,0,1,0,0,0,2,0,Bmbsoft,ccac3c
"công_ty môi_trường làm_việc tốt , trẻ_trung . thiết_bị khá oke",0,0,0,1,1,0,0,0,0,0,0,0,Bmbsoft,81840f
"công_ty tháng nào cũng trễ lương với lý_do nguồn tiền lỗi , ngân_hàng lỗi",2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,f39b30
đáng để cho fresher và junior trải_nghiệm và học_tập . mỗi bạn nên có quan_điểm cá_nhân khi bắt_đầu làm_việc tại một môi_trường mới thay_vì một_số review mang tính chủ_quan cá_nhân !,0,1,0,0,0,0,0,0,0,0,0,0,Bmbsoft,cc76d6
"công_ty có lúc thăng lúc trầm , có những đợt công_ty khó_khăn thì thông_cảm cho công_ty 1 chút",0,0,0,0,0,0,0,0,0,0,3,0,Bmbsoft,6c77e5
"công_ty có nhiều hoạt_động ngoài lề khá hay , môi_trường trẻ_trung",0,0,0,1,0,0,0,0,0,0,0,0,Bmbsoft,333b8d
lương tao đâu con cẩu mão !,2,0,0,0,0,0,0,0,0,0,0,0,Bmbsoft,e5db47
công_ty tệ_hại nợ lương liên_tục không thanh_toán,2,0,0,0,0,0,0,0,0,0,0,2,Bmbsoft,462c3a
"làm ở bmb được 4 năm , thấy cũng ok không có gì phàn_nàn nhiều !_thực_sự là t chưa bao_giờ bị nợ lương , dù đôi_khi nhận hơi trễ nửa ngày - 1 ngày so với thông_báo do khách_hàng trả_chậm . công_ty nào cũng lúc thăng lúc trầm nên cũng thông_cảm được . t thấy ok nhất là được cái giờ_giấc làm_việc thoải_mái , miễn_là xong việc là ok . bhxh thì t check app đóng đủ chưa thiếu tháng nào . tất_nhiên là không hoàn_hảo 100 % ace cứ trải_nghiệm_hợp thì gắn_bó , không hợp thì ta ra đi tìm cho mình 1 môi_trường_hợp với bản_thân mình hơn !",3,0,0,0,0,1,0,0,0,0,0,3,Bmbsoft,4b9315
sếp chê nhân_viên không biết tư_duy,0,0,2,0,0,0,0,0,0,0,0,0,Bmbsoft,88f200
